firearm_type,price,link,stock_status,brand,model,vendor
,$759.00,https://shop2.gzanders.com/firearms/bg-black-label-medallion-pro-1911-380acp-3-62-night-sights.html,Back Order,BROWNING,"1911-380 BLACK LABEL MEDALLION PRO 3.62"" NT ST WOOD",Zanders
,$759.00,https://shop2.gzanders.com/firearms/bg-black-label-medallion-pro-1911-380acp-4-25-night-sights.html,Back Order,BROWNING,"1911-380 BLACK LABEL MEDALLION PRO 4.25"" NT ST WOOD",Zanders
,$759.13,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-8-3-8-5-shot-blued-rubber-g2460081rh.html,Back Order,TAURUS,"RAGING HUNTER .460S&W 8 3/8"" 5-SHOT BLUED RUBBER",Zanders
,$759.13,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-6-3-4-5-shot-blued-rubber-g2460061rh.html,In Stock,TAURUS,"RAGING HUNTER .460S&W 6 3/4"" 5-SHOT BLUED RUBBER",Zanders
,$759.13,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-5-1-8-5-shot-blued-rubber-g2460051rh.html,Back Order,TAURUS,"RAGING HUNTER .460S&W 5 1/8"" 5-SHOT BLUED RUBBER",Zanders
,$759.46,https://shop2.gzanders.com/firearms/bergara-b14-hunter-wilderness-28-nosler-26-grey-camo-gb14lm1110.html,Back Order,BERGARA,"B14 WILDERNESS HUNTER .28 NOSLER 26"" GREY CERA/CAMO",Zanders
,$759.53,https://shop2.gzanders.com/firearms/taurus-raging-hunter-44mag-8-38-as-6-shot-two-tone-w-cas.html,In Stock,TAURUS,"RAGING HUNTER .44MAG 8.38"" AS 6-SHOT TWO/TONE W/CAS",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-270-win-22-hb-mdt-chassis-od.html,In Stock,SAVAGE,"AXIS II PRECISION .270 WIN 22"" HB MDT CHASSIS OD",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-30-06-22-hb-mdt-chassis-od.html,Back Order,SAVAGE,"AXIS II PRECISION .30-06 22"" HB MDT CHASSIS OD",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-6-5-creed-22-hb-mdt-chassis-od.html,In Stock,SAVAGE,"AXIS II PRECISION 6.5CM 22"" HB MDT CHASSIS OD",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-308-22-hb-mdt-chassis-od.html,Back Order,SAVAGE,"AXIS II PRECISION .308 22"" HB MDT CHASSIS OD",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-243-22-hb-mdt-chassis-od.html,Back Order,SAVAGE,"AXIS II PRECISION .243 22"" HB MDT CHASSIS OD",Zanders
,$759.78,https://shop2.gzanders.com/firearms/savage-axis-ii-precision-223-22-hb-mdt-chassis-od.html,Back Order,SAVAGE,"AXIS II PRECISION .223 22"" HB MDT CHASSIS OD",Zanders
,$759.95,https://shop2.gzanders.com/firearms/pioneer-arms-ak-47-5-56-nato-under-folder-polymer-furniture-gpolaksufftp556.html,Back Order,PIONEER,ARMS AK-47 5.56 NATO UNDER FOLDER POLYMER FURNITURE,Zanders
,$759.95,https://shop2.gzanders.com/firearms/ci-vska-ak-47-7-62x39-caliber-classic-walnut-furniture-gri4373n.html,In Stock,CENTURY,ARMS VSKA AK47 7.62X39 CLASSIC WALNUT FRNTR,Zanders
,$759.95,https://shop2.gzanders.com/firearms/henry-brass-lever-30-30-20-octagon-large-loop-gh009bl.html,Back Order,HENRY,"BRASS LEVER .30-30 20"" OCTAGON LARGE LOOP",Zanders
,$759.95,https://shop2.gzanders.com/firearms/ruger-gp100-357mag-6-as-ss-hogue-finger-groove-talo.html,Back Order,RUGER,"GP100 .357MAG 6"" AS SS HOGUE FINGER GROOVE (TALO)",Zanders
,$762.95,https://shop2.gzanders.com/firearms/rem-870-wingmaster-12ga-3-28-vr-rc-3-blued-walnut-gr26927.html,In Stock,REMINGTON,"870 WINGMASTER 12GA 3"" 28"" RC-3 BLUED/WALNUT",Zanders
,$762.95,https://shop2.gzanders.com/firearms/rem-870-wingmaster-20ga-3-26-vr-blued-walnut-gr26949.html,In Stock,REMINGTON,"870 WINGMASTER 20GA 3"" 26"" BLUED/WALNUT",Zanders
,$762.95,https://shop2.gzanders.com/firearms/rem-870-wingmaster-20ga-3-28-vr-rc-blued-walnut-gr26947.html,,REMINGTON,"870 WINGMASTER 20GA 3"" 28"" RC BLUED/WALNUT",Zanders
,$762.95,https://shop2.gzanders.com/firearms/rem-870-wingmaster-12ga-3-26-vr-rc-3-blued-walnut-gr26929.html,,REMINGTON,"870 WINGMASTER 12GA 3"" 26"" RC-3 BLUED/WALNUT",Zanders
,$764.00,https://shop2.gzanders.com/firearms/colt-king-cobra-carry-357mag-2-s-s-matte-rubber-blk-da-sa.html,Back Order,COLT,"KING COBRA CARRY .357MAG 2"" S/S MATTE RUBBER BLK DA/SA",Zanders
,$764.00,https://shop2.gzanders.com/firearms/colt-king-cobra-carry-357mag-2-s-s-matte-rubber-black.html,Back Order,COLT,"KING COBRA CARRY .357MAG 2"" S/S MATTE RUBBER BLACK",Zanders
,$764.00,https://shop2.gzanders.com/firearms/colt-king-cobra-357mag-3-s-s-matte-rubber-black.html,Back Order,COLT,"KING COBRA .357MAG 3"" S/S MATTE RUBBER BLACK",Zanders
,$764.50,https://shop2.gzanders.com/firearms/rra-rrage-2g-rifle-5-56mm-nato-6-pos-stk-16-1-9-30rd-black-gds1750.html,Back Order,RRA,"RRAGE 2G RIFLE 5.56MM NATO 6 POS STK 16"" 1:9 30RD BLACK",Zanders
,$764.93,https://shop2.gzanders.com/firearms/mb-935-12ga-22-vr-x-factor-ported-turkey-mo-obession.html,Back Order,MOSSBERG,"935 MAGNUM TURKEY 12 GA 3.5"" 22"" OBSESSION PIS GRIP",Zanders
,$764.95,https://shop2.gzanders.com/firearms/windham-weaponry-r16m4lhrft-mpc-rf-223-16-m4-carb-30-shot.html,Back Order,WINDHAM,"WEAPONRY R16M4LHRFT MPC-RF.223 16"" M4 CARB 30-SHOT",Zanders
,$765.95,https://shop2.gzanders.com/firearms/glfa-ar10-rifle-308-win-18-s-s-bbl-10-shot-tugnsten-gl10308sstng.html,Back Order,GLFA,"AR10 RIFLE .308 WIN. 18"" S/S BBL 10-SHOT TUGNSTEN",Zanders
,$765.95,https://shop2.gzanders.com/firearms/glfa-ar10-rifle-308-win-18-s-s-bbl-10-shot-od-green-gl10308ssodg.html,Back Order,GLFA,"AR10 RIFLE .308 WIN. 18"" S/S BBL 10-SHOT OD GREEN",Zanders
,$765.95,https://shop2.gzanders.com/firearms/glfa-ar10-rifle-308-win-18-s-s-bbl-10-shot-blk-cherry-gl10308sschy.html,Back Order,GLFA,"AR10 RIFLE .308 WIN. 18"" S/S BBL 10-SHOT BLK CHERRY",Zanders
,$765.95,https://shop2.gzanders.com/firearms/glfa-ar10-rifle-308-win-18-s-s-bbl-10-shot-bronze-gl10308ssbrz.html,Back Order,GLFA,"AR10 RIFLE .308 WIN. 18"" S/S BBL 10-SHOT BRONZE",Zanders
,$765.95,https://shop2.gzanders.com/firearms/glfa-ar10-rifle-308-win-18-s-s-bbl-10-shot-black-g10308ssblk.html,Back Order,GLFA,"AR10 RIFLE .308 WIN. 18"" S/S BBL 10-SHOT BLACK",Zanders
,$765.99,https://shop2.gzanders.com/catalog/product/view/id/49182/s/tristar-tt-15-sporting-12ga-3-30-vr-port-ct-5x-slvr-wlnt/category/520/,In Stock,TRISTAR,"TT-15 SPORTING 12GA.3"" 30""VR PORT CT-5X SLVR/WLNT",Zanders
,$766.00,https://shop2.gzanders.com/firearms/colt-1991-45acp-5-fs-7-shot-blued-rosewood-go1911c.html,In Stock,COLT,"1991 45ACP 5"" FS 7-SHOT BLUED ROSEWOOD",Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509m-tactical-9mm-optics-ready-night-sights-blk-10rd-g66100838.html,In Stock,FN,509M TACTICAL 9MM OPTICS READY NIGHT SIGHTS BLK 10RD,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509m-tactical-9mm-optics-ready-night-sights-blk-24rd-g66100837.html,Back Order,FN,509M TACTICAL 9MM OPTICS READY NIGHT SIGHTS BLK 24RD,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509m-tactical-9mm-optics-ready-night-sights-fde-10rd-g66100746.html,Back Order,FN,509M TACTICAL 9MM OPTICS READY NIGHT SIGHTS FDE 10RD,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509m-tactical-9mm-optics-ready-night-sights-fde-24rd-g66100745.html,Back Order,FN,509M TACTICAL 9MM OPTICS READY NIGHT SIGHTS FDE 24RD,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-compact-tactical-9mm-3-10rd-ns-blk-blk.html,Back Order,FN,509 COMPACT TACTICAL 9MM 2-10RD NS BLK/BLK,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-compact-tactical-9mm-1-24rd-15rd-12rd-ns-blk-blk.html,Back Order,FN,509 COMPACT TACTICAL 9MM 1-24RD 1-12RD NS BLK/BLK,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-compact-tactical-9mm-3-10rd-ns-fde-fde.html,Back Order,FN,509 COMPACT TACTICAL 9MM 2-10RD NS FDE/FDE,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-compact-tactical-9mm-1-24rd-15rd-12rd-ns-fde-fde.html,Back Order,FN,509 COMPACT TACTICAL 9MM 1-24RD 1-12RD NS FDE/FDE,Zanders
,$767.00,https://shop2.gzanders.com/firearms/sig-p320-9mm-4-7-contrast-sight-17-sh-black-polymer-g320f9brxp.html,Back Order,SIG,"P320 9MM 4.7"" CONTRAST SIGHT 17-SH BLACK POLYMER *",Zanders
,$767.00,https://shop2.gzanders.com/firearms/sig-p320-9mm-3-9-contrast-sight-15-sh-black-polymer-g320c9brxp.html,Back Order,SIG,"P320 9MM 3.9"" CONTRAST SIGHT 15-SH BLACK POLYMER *",Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-tactical-9mm-luger-3-10rd-ns-black.html,Back Order,FN,509 TACTICAL 9MM LUGER 2-10RD NS BLACK,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-tactical-9mm-luger-1-17rd-2-24rd-ns-black.html,Back Order,FN,509 TACTICAL 9MM LUGER 1-17RD 1-24RD NS BLACK,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-tactical-9mm-luger-3-10rd-ns-fde-fde.html,In Stock,FN,509 TACTICAL 9MM LUGER 2-10RD NS FDE/FDE,Zanders
,$767.00,https://shop2.gzanders.com/firearms/fn-509-tactical-9mm-luger-1-17rd-2-24rd-ns-fde-fde.html,Back Order,FN,509 TACTICAL 9MM LUGER 1-17RD 1-24RD NS FDE/FDE,Zanders
,$767.25,https://shop2.gzanders.com/firearms/rossi-m92-38-357-lever-rifle-20-bbl-ss-laminate-lg-loop-g923572093lw.html,Back Order,ROSSI,"M92 .38/.357 LEVER RIFLE 20"" BBL SS LAMINATE LG LOOP",Zanders
,$767.60,https://shop2.gzanders.com/firearms/savage-110-magpul-hunter-6-5cm-18-threaded-bbl-magpul-stock-g57735.html,Back Order,SAVAGE,"110 MAGPUL HUNTER 6.5CM 18"" THREADED BBL MAGPUL STOCK",Zanders
,$767.60,https://shop2.gzanders.com/firearms/savage-110-magpul-hunter-308-18-threaded-bbl-magpul-stock-g57734.html,Back Order,SAVAGE,"110 MAGPUL HUNTER .308 18"" THREADED BBL MAGPUL STOCK",Zanders
,$768.90,https://shop2.gzanders.com/catalog/product/view/id/28936/s/desert-eagle-1911-government-45acp-5-fs-stainless-wood/category/520/,Back Order,DESERT,"EAGLE 1911 GOVERNMENT .45ACP 5"" FS STAINLESS G10",Zanders
,$768.90,https://shop2.gzanders.com/catalog/product/view/id/28935/s/desert-eagle-1911-commander-45acp-4-3-fs-stainless-wood/category/520/,Back Order,DESERT,"EAGLE 1911 COMMANDER .45ACP 4.3"" FS STAINLESS G10",Zanders
,$768.95,https://shop2.gzanders.com/firearms/armscor-vr80-shotgun-12ga-20-5rd-3-rt-timber-w-red-dot.html,Back Order,ROCK,"ISLAND VR80 SHOTGUN 12GA 20"" 5RD 3"" RT TIMBER W/RED DOT",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-28-vr-inv-3-fde-rt-max-7-g511304392.html,Back Order,WINCHESTER,"SX4 HYBRID 12GA 3"" 28""VR FDE/REALTREE MAX-7",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-26-vr-inv-3-fde-rt-max-7-g511304391.html,Back Order,WINCHESTER,"SX4 HYBRID 12GA 3"" 26""VR FDE/REALTREE MAX-7",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-26-vr-inv-3-fde-mo-bland-syn-g511233391.html,Back Order,WINCHESTER,"SX4 HYBRID 12GA 3"" 26""VR FDE/MOSSY OAK BOTTOMLAND",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-28-vr-inv-3-fde-woodland-g511290392.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 28""VR FDE/WOODLAND",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-26-vr-inv-3-fde-woodland-g511290391.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 26""VR FDE/WOODLAND",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-28-vr-inv-3-fde-rt-max5-syn-g511234392.html,Back Order,WINCHESTER,"SX4 HYRBID 12GA 3"" 28""VR FDE/REALTREE MAX-5",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-26-vr-inv-3-fde-rt-max5-syn-g511234391.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 26""VR FDE/REALTREE MAX-5",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-26-vr-inv-3-fde-mo-sg-habitat-g511269391.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 26""VR FDE/SHADOWGRASS HABITAT",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-28-vr-inv-3-fde-mo-sg-habitat.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 28""VR FDE/SHADOWGRASS HABITAT",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-hybrid-12ga-3-28-vr-inv-3-fde-mo-bland-syn.html,In Stock,WINCHESTER,"SX4 HYBRID 12GA 3"" 28""VR FDE/MOSSY OAK BOTTOMLAND",Zanders
,$769.00,https://shop2.gzanders.com/firearms/bg-bl22-grade-ii-lever-action-22lr-20-satin-nickel-walnut.html,In Stock,BROWNING,BL22 GRADE II LEVER ACTION 22LR SATIN NICKEL/WAL,Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-12ga-3-5-26-vr-inv-3-black-matte-synthetic.html,In Stock,WINCHESTER,"SX4 12GA 3.5"" 26""VR MATTE BLACK/SYN",Zanders
,$769.00,https://shop2.gzanders.com/firearms/win-super-x-4-12ga-3-5-28-vr-inv-3-black-matte-synthetic.html,In Stock,WINCHESTER,"SX4 12GA 3.5"" 28""VR MATTE BLACK/SYN",Zanders
,$769.30,https://shop2.gzanders.com/catalog/product/view/id/42159/s/e-m-f-general-patton-45lc-3-1-2-ss-engraved-ivory/category/520/,In Stock,E.M.F.,"GENERAL PATTON .45LC 4.75"" SS ENGRAVED IVORY",Zanders
,$769.95,https://shop2.gzanders.com/firearms/pioneer-arms-ak-47-5-56-nato-under-folder-wood-furniture-gpolaksufftw556.html,In Stock,PIONEER,ARMS AK-47 5.56 NATO UNDER FOLDER WOOD FURNITURE,Zanders
,$769.95,https://shop2.gzanders.com/firearms/armscor-ri-pro-ultra-match-hc-9mm-5-as-17rd-parkerized-g56645.html,In Stock,ROCK,"ISLAND PRO ULTRA MATCH HC 9MM 5"" AS 17RD PARKERIZED",Zanders
,$769.95,https://shop2.gzanders.com/firearms/rra-car-mid-length-ar-6-8spc-16-bbl-6-pos-no-sights-blk.html,In Stock,RRA,"CAR MID-LENGTH AR 6.8SPC 16"" BBL 6 POS NO SIGHTS BLK!",Zanders
,$769.95,https://shop2.gzanders.com/firearms/anderson-am9-pistol-9mm-7-5-17rd-m-lok-blk-glock-mag.html,Back Order,ANDERSON,"AM9 PISTOL 9MM 7.5"" 17RD M-LOK BLK GLOCK MAG",Zanders
,$769.95,https://shop2.gzanders.com/firearms/kalashnikov-ks12t-12ga-18-25-3-1-10rd-mag-blk-m4-stock.html,In Stock,KALASHNIKOV,"KS12T 12GA. 18.25"" 3"" 1-10RD MAG BLK M4 STOCK",Zanders
,$769.95,https://shop2.gzanders.com/firearms/armscor-ri-pro-ultra-match-hc-40s-w-5-as-16rd-parkerized.html,Back Order,ROCK,"ISLAND PRO ULTRA MATCH HC .40S&W 5"" AS 16RD PARKERIZED",Zanders
,$769.99,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-8-3-8-5-shot-two-tone-rubber-g2460085rh.html,Back Order,TAURUS,"RAGING HUNTER .460S&W 8 3/8"" 5-SHOT TWO/TONE RUBBER",Zanders
,$769.99,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-6-3-4-5-shot-two-tone-rubber-g2460065rh.html,Back Order,TAURUS,"RAGING HUNTER .460S&W 6 3/4"" 5-SHOT TWO/TONE RUBBER",Zanders
,$769.99,https://shop2.gzanders.com/firearms/taurus-raging-hunter-460s-w-5-1-8-5-shot-two-tone-rubber-g2460055rh.html,Back Order,TAURUS,"RAGING HUNTER .460S&W 5 1/8"" 5-SHOT TWO/TONE RUBBER",Zanders
,$770.95,https://shop2.gzanders.com/firearms/rem-1911r1-commander-45acp-4-25-7-shot-black-walnut-gr96336.html,Back Order,REMINGTON,"1911R1 COMMANDER 45ACP 4.25"" 7SHOT BLACK WALNUT",Zanders
,$770.95,https://shop2.gzanders.com/firearms/rem-1911r1-45acp-5-fs-7-shot-black-walnut-gr96323.html,In Stock,REMINGTON,"1911R1 45ACP 5"" FS 7 SHOT BLACK WALNUT",Zanders
,$772.00,https://shop2.gzanders.com/catalog/product/view/id/19534/s/ruger-sr1911-45acp-fs-8-shot-commander-s-s/category/520/,In Stock,RUGER,SR1911 .45ACP FS 7-SHOT COMMANDER S/S,Zanders
,$772.00,https://shop2.gzanders.com/catalog/product/view/id/14633/s/ruger-sr1911-45acp-fs-8-shot-stainless-wood-grips/category/520/,In Stock,RUGER,SR1911 .45ACP FS 8-SHOT STAINLESS WOOD GRIPS,Zanders
,$772.20,https://shop2.gzanders.com/firearms/wby-orion-i-o-u-20ga-3-28-vr-ct-3-blued-walnut-gor12028rgg.html,In Stock,WEATHERBY,"ORION I O/U 20GA 3"" 28"" BLUED/TURKISH WALNUT",Zanders
,$772.20,https://shop2.gzanders.com/firearms/wby-orion-i-o-u-12ga-3-28-vr-ct-3-matte-walnut-gor1mb1228rgg.html,Back Order,WEATHERBY,"ORION I O/U 12GA 3"" 28"" MATTE/TURKISH WALNUT",Zanders
,$772.20,https://shop2.gzanders.com/firearms/wby-orion-i-o-u-12ga-3-26-vr-ct-3-matte-walnut-gor1mb1226rgg.html,Back Order,WEATHERBY,"ORION I O/U 12GA 3"" 26"" MATTE/TURKISH WALNUT",Zanders
,$772.20,https://shop2.gzanders.com/firearms/wby-orion-i-o-u-12ga-3-28-vr-ct-3-blued-walnut.html,In Stock,WEATHERBY,"ORION I O/U 12GA 3"" 28"" BLUED/TURKISH WALNUT",Zanders
,$772.20,https://shop2.gzanders.com/firearms/wby-orion-i-o-u-12ga-3-26-vr-ct-3-blued-walnut.html,Back Order,WEATHERBY,"ORION I O/U 12GA 3"" 26"" BLUED/TURKISH WALNUT",Zanders
,$772.99,https://shop2.gzanders.com/firearms/tristar-lr94-lever-shotgun-410-2-5-24-case-clrd-walnut-g98739.html,Back Order,TRISTAR,"LR94 LEVER SHOTGUN .410 2.5"" 24"" CASE CLRD/WALNUT",Zanders
,$774.95,https://shop2.gzanders.com/firearms/windham-weaponry-r16m4a4t-7-mpc-7-223-16-m4-carbine-30rd-gr16m4a4t7.html,Back Order,WINDHAM,"WEAPONRY R16M4A4T-7 MPC-7 .223 16"" M4 CARBINE 30RD",Zanders
,$774.95,https://shop2.gzanders.com/firearms/rra-rrage-3g-rifle-5-56mm-nato-6-pos-stk-16-1-9-hbar-black.html,Back Order,RRA,"RRAGE 3G RIFLE 5.56MM NATO 6 POS STK 16"" 1:9 30RD BLACK",Zanders
,$775.00,https://shop2.gzanders.com/firearms/tikka-t3x-hunter-left-hand-300wm-24-3-blued-walnut-gjrtxa331lr10.html,In Stock,TIKKA,"T3X HUNTER LEFT HAND .300WM 24.3"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/firearms/s-w-sw22-victory-pf-center-22lr-6-carbon-fiber-w-reddot.html,Back Order,S&W,"SW22 VICTORY PF CENTER .22LR 6"" CARBON FIBER REDDOT,,",Zanders
,$775.00,https://shop2.gzanders.com/firearms/s-w-sw22-victory-pf-center-22lr-6-target-w-viper-reddot.html,Back Order,S&W,"SW22 VICTORY PF CENTER .22LR 6"" TARGET W/ REDDOT,,",Zanders
,$775.00,https://shop2.gzanders.com/firearms/tikka-t3x-hunter-left-hand-6-5-creedmoor-22-4-blued-wal.html,Back Order,TIKKA,"T3X HUNTER LEFT HAND 6.5CM 24.3"" BLUED WAL",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37277/s/tikka-t3x-hunter-left-hand-7mm-rm-24-3-blued-walnut/category/520/,In Stock,TIKKA,"T3X HUNTER LEFT HAND 7MM RM 24.3"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37276/s/tikka-t3x-hunter-left-hand-6-5x55-22-4-blued-walnut/category/520/,Back Order,TIKKA,"T3X HUNTER LEFT HAND 6.5X55 22.4"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37260/s/tikka-t3x-hunter-left-hand-7mm-08-rem-22-4-blued-walnut/category/520/,In Stock,TIKKA,"T3X HUNTER LEFT HAND 7MM-08 REM. 22.4"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37257/s/tikka-t3x-hunter-left-hand-30-06-22-4-blued-walnut/category/520/,In Stock,TIKKA,"T3X HUNTER LEFT HAND .30-06 22.4"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37255/s/tikka-t3x-hunter-left-hand-270-win-22-4-blued-walnut/category/520/,Back Order,TIKKA,"T3X HUNTER LEFT HAND .270 WIN. 22.4"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37253/s/tikka-t3x-hunter-left-hand-308-win-22-4-blued-walnut/category/520/,In Stock,TIKKA,"T3X HUNTER LEFT HAND .308 WIN. 22.4"" BLUED WALNUT",Zanders
,$775.00,https://shop2.gzanders.com/catalog/product/view/id/37251/s/tikka-t3x-hunter-left-hand-243-win-22-4-blued-walnut/category/520/,In Stock,TIKKA,"T3X HUNTER LEFT HAND .243 WIN. 22.4"" BLUED WALNUT",Zanders
,$775.20,https://shop2.gzanders.com/firearms/shadow-sys-mr920-elite-9mm-optic-cut-unthreaded-bbl-fde-gss1024.html,In Stock,SHADOW,SYSTEMS MR920 ELITE 9MM OPTIC CUT UNTHREADED BBL FDE,Zanders
,$775.20,https://shop2.gzanders.com/firearms/shadow-sys-mr920-elite-9mm-optic-cut-unthreaded-dlc-bbl-gss1012.html,In Stock,SHADOW,SYSTEMS MR920 ELITE 9MM OPTIC CUT UNTHREADED DLC BBL,Zanders
,$775.20,https://shop2.gzanders.com/firearms/shadow-sys-mr920-elite-9mm-optic-cut-unthreaded-brz-bbl.html,In Stock,SHADOW,SYSTEMS MR920 ELITE 9MM OPTIC CUT UNTHREADED BRZ BBL,Zanders
,$775.50,https://shop2.gzanders.com/firearms/tacsol-rifle-owyhee-takedown-22lr-10rd-black-black-gohrtd22mbobblk.html,Back Order,TACSOL,"RIFLE OWYHEE TAKEDOWN .22LR 16.5""TB 10RD BLACK",Zanders
,$775.50,https://shop2.gzanders.com/firearms/bond-arms-old-glory-3-5-bbl-45lc-410-357-38-barrels.html,Back Order,BOND,"ARMS OLD GLORY 3.5"" BBL .45LC/410 & .357/.38 BARRELS",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-7mm-rem-mag-24-tb-grey-camo-gb14lm507.html,Back Order,BERGARA,"B14 WILDERNESS RIDGE 7MM RM 24"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-6-5prc-24-tb-grey-camo.html,In Stock,BERGARA,"B14 WILDERNESS RIDGE 6.5PRC 24"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-6-5cm-22-tb-grey-camo.html,Back Order,BERGARA,"B14 WILDERNESS RIDGE 6.5CM 22"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-308-win-20-tb-grey-camo.html,Back Order,BERGARA,"B14 WILDERNESS RIDGE .308 WIN 20"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-300prc-24-tb-grey-camo.html,Back Order,BERGARA,"B14 WILDERNESS RIDGE .300PRC 24"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-300-wm-24-tb-grey-camo.html,In Stock,BERGARA,"B14 WILDERNESS RIDGE .300WM 24"" #5 GREY CERA/CAMO",Zanders
,$776.09,https://shop2.gzanders.com/firearms/bergara-b14-ridge-wilderness-28-nosler-26-tb-grey-camo.html,In Stock,BERGARA,"B14 WILDERNESS RIDGE .28 NOSLER 26"" GREY CERA/CAMO",Zanders
,$776.10,https://shop2.gzanders.com/firearms/bushmaster-bravo-zulu-350-legend-16-barrel-5-rd-black-g10016.html,In Stock,BUSHMASTER,"BRAVO ZULU .350 LEGEND 16"" BARREL 5-RD BLACK",Zanders
,$777.95,https://shop2.gzanders.com/firearms/henry-axe-410-2-5-15-14-invector-choke-brass-frame-wal-gh018bah410.html,Back Order,HENRY,"AXE .410 2.5"" 15.14"" INVECTOR CHOKE BRASS FRAME/WAL",Zanders
,$778.95,https://shop2.gzanders.com/firearms/delton-echo-optics-ready-308-win-16-bbl-20rd-black.html,In Stock,DELTON,"ECHO OPTICS READY .308 WIN. 16"" BBL. 20RD BLACK",Zanders
,$778.95,https://shop2.gzanders.com/catalog/product/view/id/17058/s/kel-tec-ksg-shotgun-12ga-3-12-shot-18-5-cyl-tan-blk/category/520/,In Stock,KEL-TEC,"KSG SHOTGUN 12GA. 3"" 12-SHOT 18.5"" CYL. TAN/BLK",Zanders
,$778.95,https://shop2.gzanders.com/catalog/product/view/id/17057/s/kel-tec-ksg-shotgun-12ga-3-12-shot-18-5-cyl-od-green-blk/category/520/,Back Order,KEL-TEC,"KSG SHOTGUN 12GA. 3"" 12-SHOT 18.5"" CYL OD GREEN/BLK",Zanders
,$778.95,https://shop2.gzanders.com/firearms/henry-lever-pistol-mare-s-leg-357-38-spl-brasslite-walnut.html,Back Order,HENRY,"BIG BOY MARES LEG PISTOL .357/.38SPL 12.904"" OCTAGON",Zanders
